mm x kg/m,Massa Linear (Kg/m),d (Altura do perfil mm),bf (mm),tw Espessura da Alma (mm),tf Espessura da Mesa (mm),h (Distância entre mesas mm),d' (Altura Livre da Alma-mm),Área(cm²),Ix (cm⁴),Wx (cm³),rx (cm),Zx (cm³),Iy (cm⁴),Wy (cm³),ry (cm),Zy (cm³),rt (cm),It (cm⁴),Esbeltez da Mesa (bf/2tf),Esbeltez da Alma (d'/tw),Cw (cm⁶),u (Área de pintura - m²/m)
HSS203.2X50.8X6.4,"23,2",0,0,0,0,,,"27,7",1190,117,"6,53",159,122,"48,2","2,1","56,2",0,390,0,0,0,0
HSS203.2X50.8X4.8,"17,8",0,0,0,0,,,"21,2",932,"91,9","6,63",123,"99,5","39,2","2,17","44,2",0,311,0,0,0,0
HSS203.2X50.8X3.2,"12,1",0,0,0,0,,,"14,4",653,"64,4","6,73",85,"71,6","28,2","2,23","31,1",0,221,0,0,0,0
HSS177.8X177.8X15.9,"75,3",0,0,0,0,,,"90,3",3890,438,"6,55",542,3890,438,"6,55",542,0,6580,0,0,0,0
HSS177.8X177.8X12.7,"62,4",0,0,0,0,,,"74,8",3350,377,"6,68",457,3350,377,"6,68",457,0,5540,0,0,0,0
HSS177.8X177.8X9.5,"48,4",0,0,0,0,,,"57,9",2710,305,"6,83",362,2710,305,"6,83",362,0,4370,0,0,0,0
HSS177.8X177.8X7.9,41,0,0,0,0,,,49,2340,262,"6,91",310,2340,262,"6,91",310,0,3730,0,0,0,0
HSS177.8X177.8X6.4,"33,3",0,0,0,0,,,"39,8",1940,218,"6,99",254,1940,218,"6,99",254,0,3060,0,0,0,0
HSS177.8X177.8X4.8,"25,4",0,0,0,0,,,"30,1",1500,169,"7,04",195,1500,169,"7,04",195,0,2340,0,0,0,0
HSS177.8X177.8X3.2,"17,2",0,0,0,0,,,"20,4",1030,116,"7,11",133,1030,116,"7,11",133,0,1590,0,0,0,0
HSS177.8X127X12.7,"52,2",0,0,0,0,,,"62,8",2520,283,"6,35",359,1480,233,"4,85",283,0,3160,0,0,0,0
HSS177.8X127X9.5,"40,8",0,0,0,0,,,"48,9",2060,231,"6,5",287,1220,192,5,226,0,2520,0,0,0,0
HSS177.8X127X7.9,"34,7",0,0,0,0,,,"41,5",1790,202,"6,58",246,1060,167,"5,05",195,0,2170,0,0,0,0
HSS177.8X127X6.4,"28,3",0,0,0,0,,,"33,8",1490,167,"6,65",203,887,140,"5,13",161,0,1790,0,0,0,0
HSS177.8X127X4.8,"21,6",0,0,0,0,,,"25,7",1160,130,"6,73",156,691,109,"5,21",124,0,1370,0,0,0,0
HSS177.8X127X3.2,"14,7",0,0,0,0,,,"17,4",803,"90,5","6,81",107,483,"75,9","5,26","85,2",0,937,0,0,0,0
HSS177.8X101.6X12.7,"47,2",0,0,0,0,,,"56,8",2110,238,"6,1",308,862,170,"3,89",206,0,2100,0,0,0,0
HSS177.8X101.6X9.5,37,0,0,0,0,,,"44,4",1740,195,"6,25",247,720,141,"4,01",167,0,1710,0,0,0,0
HSS177.8X101.6X7.9,"31,5",0,0,0,0,,,"37,7",1520,170,"6,35",215,633,124,"4,09",145,0,1470,0,0,0,0
HSS177.8X101.6X6.4,"25,7",0,0,0,0,,,"30,8",1270,143,"6,43",177,533,105,"4,17",120,0,1220,0,0,0,0
HSS177.8X101.6X4.8,"19,7",0,0,0,0,,,"23,4",991,112,"6,5",137,416,"82,3","4,22","92,9",0,945,0,0,0,0
HSS177.8X101.6X3.2,"13,4",0,0,0,0,,,"15,9",691,"77,5","6,58","93,9",293,"57,5","4,29","64,1",0,649,0,0,0,0
HSS177.8X76.2X12.7,"42,1",0,0,0,0,,,"50,8",1690,190,"5,77",259,425,111,"2,9",139,0,1190,0,0,0,0
HSS177.8X76.2X9.5,"33,2",0,0,0,0,,,"39,9",1420,159,"5,97",210,363,"95,2","3,02",114,0,995,0,0,0,0
HSS177.8X76.2X7.9,"28,4",0,0,0,0,,,"33,9",1240,140,"6,05",182,322,"84,6","3,07","99,1",0,870,0,0,0,0
HSS177.8X76.2X6.4,"23,2",0,0,0,0,,,"27,7",1050,118,"6,15",151,275,"72,1","3,15","82,9",0,728,0,0,0,0
HSS177.8X76.2X4.8,"17,8",0,0,0,0,,,"21,2",824,"92,6","6,22",117,218,"57,4","3,2","64,6",0,570,0,0,0,0
HSS177.8X76.2X3.2,"12,1",0,0,0,0,,,"14,4",574,"64,7","6,32","80,8",154,"40,6","3,28","44,7",0,395,0,0,0,0
HSS177.8X50.8X6.4,"20,7",0,0,0,0,,,"24,8",824,"92,9","5,77",125,107,"42,3","2,08","49,5",0,331,0,0,0,0
HSS177.8X50.8X4.8,"15,9",0,0,0,0,,,"18,9",653,"73,6","5,87","97,5","87,4","34,4","2,15","39,2",0,264,0,0,0,0
HSS177.8X50.8X3.2,"10,9",0,0,0,0,,,"12,9",462,"51,8","5,97","67,7","63,3","24,9","2,21","27,5",0,188,0,0,0,0
HSS152.4X152.4X15.9,"62,6",0,0,0,0,,,"75,5",2300,302,"5,51",380,2300,302,"5,51",380,0,3950,0,0,0,0
HSS152.4X152.4X12.7,"52,2",0,0,0,0,,,"62,8",2010,264,"5,66",324,2010,264,"5,66",324,0,3380,0,0,0,0
HSS152.4X152.4X9.5,"40,8",0,0,0,0,,,"48,9",1640,216,"5,79",259,1640,216,"5,79",259,0,2690,0,0,0,0
HSS152.4X152.4X7.9,"34,6",0,0,0,0,,,"41,5",1430,187,"5,87",223,1430,187,"5,87",223,0,2310,0,0,0,0
HSS152.4X152.4X6.4,"28,3",0,0,0,0,,,"33,8",1190,156,"5,94",184,1190,156,"5,94",184,0,1900,0,0,0,0
HSS152.4X152.4X4.8,"21,6",0,0,0,0,,,"25,7",928,122,"6,02",141,928,122,"6,02",141,0,1460,0,0,0,0
HSS152.4X152.4X3.2,"14,7",0,0,0,0,,,"17,4",645,"84,4","6,07",97,645,"84,4","6,07",97,0,995,0,0,0,0
HSS152.4X127X12.7,"47,2",0,0,0,0,,,"56,8",1710,225,"5,49",282,1280,202,"4,75",249,0,2490,0,0,0,0
HSS152.4X127X9.5,37,0,0,0,0,,,"44,4",1410,185,"5,64",226,1060,167,"4,88",200,0,2000,0,0,0,0
HSS152.4X127X7.9,"31,5",0,0,0,0,,,"37,7",1230,161,"5,72",195,928,146,"4,95",172,0,1720,0,0,0,0
HSS152.4X127X6.4,"25,7",0,0,0,0,,,"30,8",1030,135,"5,79",162,778,122,"5,03",143,0,1420,0,0,0,0
HSS152.4X127X4.8,"19,7",0,0,0,0,,,"23,4",803,106,"5,87",125,608,"95,7","5,11",110,0,1090,0,0,0,0
HSS152.4X127X3.2,"13,4",0,0,0,0,,,"15,9",558,"73,4","5,94","85,9",425,"66,7","5,16","75,9",0,749,0,0,0,0
HSS152.4X101.6X12.7,"42,1",0,0,0,0,,,"50,8",1420,185,"5,28",239,741,146,"3,81",180,0,1680,0,0,0,0
HSS152.4X101.6X9.5,"33,2",0,0,0,0,,,"39,9",1180,155,"5,44",195,620,122,"3,94",147,0,1370,0,0,0,0
HSS152.4X101.6X7.9,"28,4",0,0,0,0,,,"33,9",1030,136,"5,51",169,549,108,"4,01",127,0,1180,0,0,0,0
HSS152.4X101.6X6.4,"23,2",0,0,0,0,,,"27,7",870,114,"5,59",140,462,"91,1","4,09",106,0,982,0,0,0,0
HSS152.4X101.6X4.8,"17,8",0,0,0,0,,,"21,2",683,"89,5","5,66",108,365,"71,8","4,14","81,9",0,758,0,0,0,0
HSS152.4X101.6X3.2,"12,1",0,0,0,0,,,"14,4",475,"62,4","5,74","74,7",256,"50,5","4,22","56,7",0,524,0,0,0,0
HSS152.4X76.2X12.7,"37,1",0,0,0,0,,,"44,8",1120,147,5,198,362,"94,9","2,84",119,0,961,0,0,0,0
HSS152.4X76.2X9.5,"29,4",0,0,0,0,,,"35,4",945,124,"5,18",162,311,"81,8","2,97","98,8",0,803,0,0,0,0
HSS152.4X76.2X7.9,"25,2",0,0,0,0,,,"30,2",837,110,"5,26",141,278,"72,9","3,02","86,4",0,703,0,0,0,0
HSS152.4X76.2X6.4,"20,7",0,0,0,0,,,"24,8",708,"92,8","5,33",118,237,"62,3","3,1","72,3",0,591,0,0,0,0
HSS152.4X76.2X4.8,"15,9",0,0,0,0,,,"18,9",558,"73,3","5,44","91,6",189,"49,7","3,18","56,5",0,462,0,0,0,0
HSS152.4X76.2X3.2,"10,9",0,0,0,0,,,"12,9",393,"51,5","5,51","63,4",134,"35,2","3,23","39,3",0,322,0,0,0,0
HSS152.4X50.8X9.5,"25,6",0,0,0,0,,,"30,8",712,"93,6","4,8",130,115,"45,4","1,93","56,7",0,350,0,0,0,0
HSS152.4X50.8X7.9,22,0,0,0,0,,,"26,5",637,"83,7","4,9",114,105,"41,3","1,99","50,3",0,316,0,0,0,0
HSS152.4X50.8X6.4,"18,1",0,0,0,0,,,"21,7",545,"71,6",5,"95,7",92,"36,2","2,06","42,8",0,273,0,0,0,0
HSS152.4X50.8X4.8,14,0,0,0,0,,,"16,6",437,"57,2","5,11","75,1","74,9","29,5","2,12","33,9",0,218,0,0,0,0
HSS152.4X50.8X3.2,"9,59",0,0,0,0,,,"11,4",309,"40,5","5,21","52,3","54,5","21,5","2,19","23,9",0,155,0,0,0,0
HSS139.7X139.7X9.5,37,0,0,0,0,,,"44,4",1240,177,"5,28",215,1240,177,"5,28",215,0,2040,0,0,0,0
HSS139.7X139.7X7.9,"31,5",0,0,0,0,,,"37,7",1080,155,"5,36",185,1080,155,"5,36",185,0,1760,0,0,0,0
HSS139.7X139.7X6.4,"25,7",0,0,0,0,,,"30,8",903,129,"5,41",153,903,129,"5,41",153,0,1450,0,0,0,0
HSS139.7X139.7X4.8,"19,7",0,0,0,0,,,"23,4",708,101,"5,49",118,708,101,"5,49",118,0,1110,0,0,0,0
HSS139.7X139.7X3.2,"13,4",0,0,0,0,,,"15,9",491,"70,5","5,56","81,1",491,"70,5","5,56","81,1",0,762,0,0,0,0
HSS127X127X12.7,"42,1",0,0,0,0,,,"50,8",1080,170,"4,62",215,1080,170,"4,62",215,0,1860,0,0,0,0
HSS127X127X9.5,"33,2",0,0,0,0,,,"39,9",903,142,"4,75",174,903,142,"4,75",174,0,1500,0,0,0,0
HSS127X127X7.9,"28,3",0,0,0,0,,,"33,9",791,125,"4,83",150,791,125,"4,83",150,0,1300,0,0,0,0
HSS127X127X6.4,"23,2",0,0,0,0,,,"27,7",666,105,"4,9",125,666,105,"4,9",125,0,1070,0,0,0,0
HSS127X127X4.8,"17,8",0,0,0,0,,,"21,2",524,"82,4","4,98","96,5",524,"82,4","4,98","96,5",0,828,0,0,0,0
HSS127X127X3.2,"12,1",0,0,0,0,,,"14,4",366,"57,7","5,05","66,7",366,"57,7","5,05","66,7",0,570,0,0,0,0
HSS127X101.6X12.7,"37,1",0,0,0,0,,,"44,8",882,139,"4,45",179,620,122,"3,71",153,0,1260,0,0,0,0
HSS127X101.6X9.5,"29,4",0,0,0,0,,,"35,4",745,117,"4,6",147,524,103,"3,86",126,0,1040,0,0,0,0
HSS127X101.6X7.9,"25,2",0,0,0,0,,,"30,2",658,104,"4,67",128,462,"91,3","3,91",109,0,903,0,0,0,0
HSS127X101.6X6.4,"20,7",0,0,0,0,,,"24,8",558,"87,7","4,75",106,394,"77,5","3,99","91,3",0,749,0,0,0,0
HSS127X101.6X4.8,"15,9",0,0,0,0,,,"18,9",441,"69,2","4,83","82,8",311,"61,3","4,06","71,1",0,583,0,0,0,0
HSS127X101.6X3.2,"10,9",0,0,0,0,,,"12,9",309,"48,7","4,9","57,4",219,"43,3","4,11","49,3",0,402,0,0,0,0
HSS127X76.2X12.7,32,0,0,0,0,,,"38,8",683,108,"4,19",145,299,"78,3","2,77",100,0,733,0,0,0,0
HSS127X76.2X9.5,"25,6",0,0,0,0,,,"30,8",587,"92,6","4,37",120,260,"68,2","2,9","83,6",0,620,0,0,0,0
HSS127X76.2X7.9,22,0,0,0,0,,,"26,5",524,"82,4","4,45",105,233,"61,1","2,97","73,4",0,545,0,0,0,0
HSS127X76.2X6.4,"18,1",0,0,0,0,,,"21,7",445,"70,3","4,52","88,2",200,"52,6","3,02","61,8",0,458,0,0,0,0
HSS127X76.2X4.8,14,0,0,0,0,,,"16,6",355,"55,9","4,62",69,160,"42,1","3,1","48,5",0,360,0,0,0,0
HSS127X76.2X3.2,"9,59",0,0,0,0,,,"11,4",251,"39,5","4,7",48,114,30,"3,18","33,9",0,251,0,0,0,0
HSS127X63.5X6.4,"16,9",0,0,0,0,,,"20,3",391,"61,6","4,39","79,1",130,41,"2,54","48,3",0,330,0,0,0,0
HSS127X63.5X4.8,"13,1",0,0,0,0,,,"15,5",313,"49,3","4,5","62,1",105,"33,3","2,59","38,2",0,261,0,0,0,0
HSS127X63.5X3.2,"8,96",0,0,0,0,,,"10,6",222,"35,1","4,57","43,4","75,8","23,9","2,67","26,9",0,183,0,0,0,0
HSS127X50.8X9.5,"21,8",0,0,0,0,,,"26,4",433,"67,8","4,04","93,6","94,9","37,4","1,9","47,2",0,275,0,0,0,0
HSS127X50.8X7.9,"18,8",0,0,0,0,,,"22,7",389,"61,3","4,14","82,8","87,4","34,4","1,96","42,1",0,249,0,0,0,0
HSS127X50.8X6.4,"15,6",0,0,0,0,,,"18,8",336,"52,9","4,24",70,"76,6","30,2","2,02","36,1",0,215,0,0,0,0
HSS127X50.8X4.8,"12,1",0,0,0,0,,,"14,5",271,"42,6","4,32","55,2","62,9","24,7","2,09","28,7",0,173,0,0,0,0
HSS127X50.8X3.2,"8,33",0,0,0,0,,,"9,94",194,"30,5","4,42","38,8","45,8",18,"2,15","20,3",0,123,0,0,0,0
HSS114.3X114.3X12.7,"37,1",0,0,0,0,,,"44,8",753,132,"4,09",167,753,132,"4,09",167,0,1300,0,0,0,0
HSS114.3X114.3X9.5,"29,4",0,0,0,0,,,"35,4",637,111,"4,24",137,637,111,"4,24",137,0,1070,0,0,0,0
HSS114.3X114.3X7.9,"25,2",0,0,0,0,,,"30,2",562,"98,3","4,32",119,562,"98,3","4,32",119,0,928,0,0,0,0
HSS114.3X114.3X6.4,"20,7",0,0,0,0,,,"24,8",475,"83,2","4,39","99,3",475,"83,2","4,39","99,3",0,770,0,0,0,0
HSS114.3X114.3X4.8,"15,9",0,0,0,0,,,"18,9",375,"65,7","4,45","77,2",375,"65,7","4,45","77,2",0,599,0,0,0,0
HSS114.3X114.3X3.2,"10,9",0,0,0,0,,,"12,9",264,"46,2","4,52","53,6",264,"46,2","4,52","53,6",0,413,0,0,0,0
HSS101.6X101.6X12.7,32,0,0,0,0,,,"38,8",495,"97,8","3,58",126,495,"97,8","3,58",126,0,874,0,0,0,0
HSS101.6X101.6X9.5,"25,6",0,0,0,0,,,"30,8",429,"84,1","3,73",105,429,"84,1","3,73",105,0,728,0,0,0,0
HSS101.6X101.6X7.9,22,0,0,0,0,,,"26,5",380,"74,9","3,78","91,6",380,"74,9","3,78","91,6",0,637,0,0,0,0
HSS101.6X101.6X6.4,"18,1",0,0,0,0,,,"21,7",325,"63,9","3,86","76,9",325,"63,9","3,86","76,9",0,533,0,0,0,0
HSS101.6X101.6X4.8,14,0,0,0,0,,,"16,6",258,"50,8","3,94","60,1",258,"50,8","3,94","60,1",0,416,0,0,0,0
HSS101.6X101.6X3.2,"9,59",0,0,0,0,,,"11,4",183,"36,1","4,01",42,183,"36,1","4,01",42,0,288,0,0,0,0
HSS101.6X76.2X9.5,"21,8",0,0,0,0,,,"26,4",330,"65,1","3,53","83,9",209,"54,7","2,82","68,5",0,441,0,0,0,0
HSS101.6X76.2X7.9,"18,8",0,0,0,0,,,"22,7",297,"58,5","3,61","73,9",188,"49,5","2,87","60,5",0,392,0,0,0,0
HSS101.6X76.2X6.4,"15,6",0,0,0,0,,,"18,8",256,"50,3","3,68","62,4",163,"42,8","2,95","51,1",0,331,0,0,0,0
HSS101.6X76.2X4.8,"12,1",0,0,0,0,,,"14,5",205,"40,5","3,78","49,2",132,"34,4","3,02","40,3",0,261,0,0,0,0
HSS101.6X76.2X3.2,"8,33",0,0,0,0,,,"9,94",147,"28,8","3,86","34,6","94,5","24,7","3,07","28,3",0,182,0,0,0,0
HSS101.6X63.5X9.5,"19,9",0,0,0,0,,,"24,1",282,"55,4","3,43","73,4",132,"41,6","2,34","52,4",0,315,0,0,0,0
HSS101.6X63.5X7.9,"17,3",0,0,0,0,,,"20,8",255,"50,3","3,51","65,1",120,38,"2,41","46,7",0,282,0,0,0,0
HSS101.6X63.5X6.4,"14,3",0,0,0,0,,,"17,2",221,"43,6","3,58","55,4",105,"33,1","2,47","39,8",0,241,0,0,0,0
HSS101.6X63.5X4.8,"11,2",0,0,0,0,,,"13,3",179,"35,2","3,66","43,8","85,7",27,"2,54","31,6",0,191,0,0,0,0
HSS101.6X63.5X3.2,"7,7",0,0,0,0,,,"9,16",129,"25,2","3,73","30,8",62,"19,5","2,62","22,3",0,134,0,0,0,0
HSS101.6X50.8X9.5,18,0,0,0,0,,,"21,9",233,"45,9","3,28","62,9","74,9","29,5","1,85","37,9",0,201,0,0,0,0
HSS101.6X50.8X7.9,"15,7",0,0,0,0,,,19,214,42,"3,35","56,2","69,5","27,4","1,92","34,1",0,183,0,0,0,0
HSS101.6X50.8X6.4,"13,1",0,0,0,0,,,"15,7",187,"36,9","3,45","48,2","61,6","24,3","1,98","29,3",0,159,0,0,0,0
HSS101.6X50.8X4.8,"10,2",0,0,0,0,,,"12,2",152,30,"3,53","38,3","50,8",20,"2,04","23,4",0,128,0,0,0,0
HSS101.6X50.8X3.2,"7,06",0,0,0,0,,,"8,39",110,"21,6","3,63","27,2","37,4","14,7","2,11","16,7",0,"91,6",0,0,0,0
HSS88.9X88.9X9.5,"21,8",0,0,0,0,,,"26,4",270,"60,8","3,2","76,9",270,"60,8","3,2","76,9",0,466,0,0,0,0
HSS88.9X88.9X7.9,"18,8",0,0,0,0,,,"22,7",243,"54,7","3,28","67,8",243,"54,7","3,28","67,8",0,412,0,0,0,0
HSS88.9X88.9X6.4,"15,6",0,0,0,0,,,"18,8",210,"47,2","3,35","57,4",210,"47,2","3,35","57,4",0,348,0,0,0,0
HSS88.9X88.9X4.8,"12,1",0,0,0,0,,,"14,5",169,"37,9","3,43","45,2",169,"37,9","3,43","45,2",0,273,0,0,0,0
HSS88.9X88.9X3.2,"8,33",0,0,0,0,,,"9,94",121,"27,2","3,48","31,6",121,"27,2","3,48","31,6",0,191,0,0,0,0
HSS88.9X63.5X9.5,18,0,0,0,0,,,"21,9",198,"44,5","3,01","58,8",115,"36,3","2,3","46,3",0,256,0,0,0,0
HSS88.9X63.5X7.9,"15,6",0,0,0,0,,,19,181,"40,7","3,09","52,5",106,"33,3","2,36","41,4",0,230,0,0,0,0
HSS88.9X63.5X6.4,"13,1",0,0,0,0,,,"15,7",158,"35,5","3,17","44,8","92,8","29,2","2,43","35,4",0,198,0,0,0,0
HSS88.9X63.5X4.8,"10,2",0,0,0,0,,,"12,2",129,"28,9","3,25","35,7",76,"23,9","2,5","28,3",0,157,0,0,0,0
HSS88.9X63.5X3.2,"7,07",0,0,0,0,,,"8,39","92,9","20,9","3,32","25,3","55,3","17,4","2,56","20,1",0,111,0,0,0,0
HSS88.9X50.8X6.4,"11,8",0,0,0,0,,,"14,3",132,"29,7","3,05","38,7","54,1","21,3","1,95","25,9",0,132,0,0,0,0
HSS88.9X50.8X4.8,"9,27",0,0,0,0,,,11,109,"24,4","3,12",31,45,"17,7","2,01","20,8",0,106,0,0,0,0
HSS88.9X50.8X3.2,"6,43",0,0,0,0,,,"7,68","79,1","17,9","3,23",22,"33,1",13,"2,08","14,9",0,"76,2",0,0,0,0
HSS88.9X38.1X6.4,"10,5",0,0,0,0,,,"12,7",106,"23,9","2,9","32,4","26,6","13,9","1,45","17,4",0,"74,5",0,0,0,0
HSS88.9X38.1X4.8,"8,31",0,0,0,0,,,"9,94","88,2","19,8","2,97","26,2","22,6","11,9","1,51","14,2",0,62,0,0,0,0
HSS88.9X38.1X3.2,"5,8",0,0,0,0,,,"6,9","65,3","14,7","3,07","18,8","17,1","8,98","1,57","10,3",0,"45,4",0,0,0,0
HSS76.2X76.2X9.5,18,0,0,0,0,,,"21,9",157,"41,3","2,69","53,3",157,"41,3","2,69","53,3",0,276,0,0,0,0
HSS76.2X76.2X7.9,"15,7",0,0,0,0,,,19,144,"37,7","2,74","47,5",144,"37,7","2,74","47,5",0,247,0,0,0,0
HSS76.2X76.2X6.4,"13,1",0,0,0,0,,,"15,7",126,"32,9","2,82","40,6",126,"32,9","2,82","40,6",0,211,0,0,0,0
HSS76.2X76.2X4.8,"10,2",0,0,0,0,,,"12,2",102,"26,9","2,9","32,3",102,"26,9","2,9","32,3",0,168,0,0,0,0
HSS76.2X76.2X3.2,"7,06",0,0,0,0,,,"8,39","74,1","19,5","2,97","22,9","74,1","19,5","2,97","22,9",0,118,0,0,0,0
HSS76.2X63.5X7.9,"14,1",0,0,0,0,,,17,122,"31,8","2,67","41,1","90,7","28,5","2,31","36,1",0,181,0,0,0,0
HSS76.2X63.5X6.4,"11,8",0,0,0,0,,,"14,3",107,"28,2","2,74","35,4","80,3","25,2","2,37","31,1",0,156,0,0,0,0
HSS76.2X63.5X4.8,"9,27",0,0,0,0,,,11,"87,8","23,1","2,82","28,3","66,2","20,8","2,45","24,9",0,125,0,0,0,0
HSS76.2X63.5X3.2,"6,43",0,0,0,0,,,"7,68","64,1","16,9","2,9","20,2","48,3","15,3","2,51","17,9",0,"88,7",0,0,0,0
HSS76.2X50.8X7.9,"12,5",0,0,0,0,,,"15,2","99,1","26,1","2,57","34,6","51,6","20,3","1,84","25,9",0,119,0,0,0,0
HSS76.2X50.8X6.4,"10,5",0,0,0,0,,,"12,7","88,7","23,3","2,64",30,"46,2","18,2","1,91","22,6",0,105,0,0,0,0
HSS76.2X50.8X4.8,"8,31",0,0,0,0,,,"9,94","73,7","19,3","2,72","24,3","38,8","15,3","1,98","18,4",0,"85,3",0,0,0,0
HSS76.2X50.8X3.2,"5,8",0,0,0,0,,,"6,9","54,1","14,2","2,79","17,4","28,8","11,3","2,04","13,2",0,"61,2",0,0,0,0
HSS76.2X38.1X6.4,"9,26",0,0,0,0,,,"11,2","69,9","18,4","2,49","24,7","22,6","11,9","1,42","14,9",0,"59,9",0,0,0,0
HSS76.2X38.1X4.8,"7,36",0,0,0,0,,,"8,84","59,1","15,5","2,59","20,3","19,4","10,2","1,48","12,3",0,"50,4",0,0,0,0
HSS76.2X38.1X3.2,"5,16",0,0,0,0,,,"6,17","44,1","11,6","2,67","14,7","14,8","7,77","1,55","9,01",0,"36,9",0,0,0,0
HSS76.2X25.4X4.8,"6,41",0,0,0,0,,,"7,68","44,5","11,7","2,41","16,2","7,2","5,65","0,965","7,08",0,"21,9",0,0,0,0
HSS76.2X25.4X3.2,"4,53",0,0,0,0,,,"5,42",34,"8,93","2,51","11,9","5,74","4,52","1,03","5,33",0,17,0,0,0,0
HSS63.5X63.5X7.9,"12,5",0,0,0,0,,,"15,2","75,8","23,9","2,24","30,8","75,8","23,9","2,24","30,8",0,133,0,0,0,0
HSS63.5X63.5X6.4,"10,5",0,0,0,0,,,"12,7","67,8","21,3","2,31","26,7","67,8","21,3","2,31","26,7",0,116,0,0,0,0
HSS63.5X63.5X4.8,"8,3",0,0,0,0,,,"9,94","56,2","17,7","2,38","21,6","56,2","17,7","2,38","21,6",0,"93,7",0,0,0,0
HSS63.5X63.5X3.2,"5,8",0,0,0,0,,,"6,9","41,5","13,1","2,45","15,5","41,5","13,1","2,45","15,5",0,67,0,0,0,0
HSS63.5X50.8X6.4,"9,26",0,0,0,0,,,"11,2","55,4","17,4","2,22","22,5","38,7","15,2","1,86","19,2",0,"79,1",0,0,0,0
HSS63.5X50.8X4.8,"7,36",0,0,0,0,,,"8,84","46,6","14,7","2,3","18,4","32,7","12,9","1,93","15,7",0,"64,5",0,0,0,0
HSS63.5X50.8X3.2,"5,16",0,0,0,0,,,"6,17","34,7","10,9","2,37","13,3","24,5","9,65","1,99","11,4",0,"46,6",0,0,0,0
HSS63.5X38.1X6.4,8,0,0,0,0,,,"9,74","42,9","13,5","2,1","18,2","18,7","9,82","1,39","12,5",0,"45,8",0,0,0,0
HSS63.5X38.1X4.8,"6,41",0,0,0,0,,,"7,68","36,7","11,6","2,18",15,"16,2","8,52","1,45","10,4",0,"38,7",0,0,0,0
HSS63.5X38.1X3.2,"4,53",0,0,0,0,,,"5,42","27,8","8,77","2,27",11,"12,5","6,54","1,52","7,69",0,"28,6",0,0,0,0
HSS63.5X25.4X4.8,"5,46",0,0,0,0,,,"6,58","26,9","8,47","2,02","11,7","5,95","4,67","0,95","5,9",0,"17,1",0,0,0,0
HSS63.5X25.4X3.2,"3,9",0,0,0,0,,,"4,67","20,9","6,6","2,12","8,72","4,79","3,77","1,01","4,49",0,"13,4",0,0,0,0
HSS57.2X57.2X6.4,"9,26",0,0,0,0,,,"11,2",47,"16,6","2,05",21,47,"16,6","2,05",21,0,"81,6",0,0,0,0
HSS57.2X57.2X4.8,"7,35",0,0,0,0,,,"8,84","39,7","13,9","2,12",17,"39,7","13,9","2,12",17,0,"66,6",0,0,0,0
HSS57.2X57.2X3.2,"5,16",0,0,0,0,,,"6,17","29,6","10,4","2,19","12,4","29,6","10,4","2,19","12,4",0,"47,9",0,0,0,0
HSS57.2X50.8X4.8,"6,89",0,0,0,0,,,"8,26","35,8","12,5","2,08","15,6","29,7","11,7","1,9","14,4",0,"54,9",0,0,0,0
HSS57.2X50.8X3.2,"4,85",0,0,0,0,,,"5,79","26,9","9,41","2,15","11,4","22,4","8,82","1,97","10,5",0,"39,8",0,0,0,0
HSS50.8X50.8X6.4,8,0,0,0,0,,,"9,74","31,1","12,2","1,79","15,8","31,1","12,2","1,79","15,8",0,"54,5",0,0,0,0
HSS50.8X50.8X4.8,"6,4",0,0,0,0,,,"7,68","26,7","10,5","1,86","13,1","26,7","10,5","1,86","13,1",0,"45,4",0,0,0,0
HSS50.8X50.8X3.2,"4,53",0,0,0,0,,,"5,42","20,2","7,96","1,93","9,57","20,2","7,96","1,93","9,57",0,"33,1",0,0,0,0
HSS50.8X38.1X4.8,"5,46",0,0,0,0,,,"6,58","20,6","8,11","1,77","10,5",13,"6,83","1,41","8,54",0,"27,6",0,0,0,0
HSS50.8X38.1X3.2,"3,9",0,0,0,0,,,"4,67","15,9","6,28","1,85","7,78","10,2","5,33","1,48","6,37",0,"20,6",0,0,0,0
HSS50.8X25.4X4.8,"4,51",0,0,0,0,,,"5,45","14,6","5,74","1,63","7,87","4,66","3,69","0,927","4,72",0,"12,5",0,0,0,0
HSS50.8X25.4X3.2,"3,26",0,0,0,0,,,"3,92","11,7","4,59","1,72",6,"3,84","3,02","0,991","3,65",0,"9,91",0,0,0,0
HSS508X12.7,155,0,0,0,0,,,184,56600,2230,"17,6",2900,56600,2230,"17,6",2900,0,113000,0,0,0,0
HSS508X9.5,117,0,0,0,0,,,139,43300,1700,"17,7",2210,43300,1700,"17,7",2210,0,86600,0,0,0,0
HSS457.2X12.7,139,0,0,0,0,,,165,41000,1790,"15,7",2340,41000,1790,"15,7",2340,0,82000,0,0,0,0
HSS457.2X9.5,105,0,0,0,0,,,125,31400,1370,"15,8",1790,31400,1370,"15,8",1790,0,62900,0,0,0,0
HSS406.4X15.9,153,0,0,0,0,,,181,34900,1720,"13,9",2260,34900,1720,"13,9",2260,0,69900,0,0,0,0
HSS406.4X12.7,123,0,0,0,0,,,146,28500,1400,"13,9",1840,28500,1400,"13,9",1840,0,57000,0,0,0,0
HSS406.4X11.1,108,0,0,0,0,,,128,25200,1240,14,1620,25200,1240,14,1620,0,50400,0,0,0,0
